"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"352",13,"Cade York",CLE,"K29","252","353","308.2","24.9","-67"
"353",13,"Jaret Patterson",WAS,"RB99","272","381","332.4","23.1","-6"
"354",13,"Jelani Woods",IND,"TE45","248","391","314.0","35.6","-38"
"355",13,"Tyquan Thornton",NE,"WR115","229","384","307.3","38.4","-104"
"356",13,"Brett Maher",DAL,"K30","218","342","276.7","34.7","-"
"357",13,"Anthony Firkser",ATL,"TE46","236","381","325.5","37.0","-"
"358",14,"Detroit Lions",DET,"DST30","264","355","327.1","21.6","-54"
"359",14,"Khalil Shakir",BUF,"WR116","196","390","313.2","48.6","-20"
"360",14,"T.Y. Hilton",FA,"WR117","286","375","315.9","22.8","-10"
"361",14,"Ty Montgomery",NE,"RB100","166","368","292.2","53.5","-"
"362",14,"Malcolm Brown",FA,"RB101","266","382","327.4","22.1","-"
"363",14,"Danny Gray",SF,"WR118","212","396","317.0","54.4","-"
"364",14,"James Washington",DAL,"WR119","205","391","317.3","47.7","-43"
"365",14,"Olamide Zaccheaus",ATL,"WR120","222","395","303.7","40.0","-55"
"366",14,"Atlanta Falcons",ATL,"DST31","262","355","328.4","23.0","-95"
"367",14,"Cade Otton",TB,"TE47","236","388","321.5","37.8","-"
"368",14,"David Johnson",FA,"RB102","235","384","319.8","27.6","-39"
"369",14,"Taysom Hill",NO,"TE48","135","385","267.9","75.8","-150"
"370",14,"Devontae Booker",FA,"RB103","274","384","330.4","22.3","-25"
"371",14,"John Metchie III",HOU,"WR121","242","345","282.6","25.4","-76"
"372",14,"Keaontay Ingram",ARI,"RB104","256","393","319.3","37.7","-118"
"373",14,"John Bates",WAS,"TE49","246","393","327.5","37.3","-"
"374",14,"Malik Willis",TEN,"QB39","231","397","336.1","39.5","-42"
"375",14,"Latavius Murray",FA,"RB105","280","385","333.7","24.4","-20"
"376",14,"Kene Nwangwu",MIN,"RB106","257","393","328.3","39.5","-1"
"377",14,"Amari Rodgers",GB,"WR122","240","391","330.7","39.2","-69"
"378",14,"Joey Slye",WAS,"K31","276","347","316.8","21.1","-91"
"379",14,"Demarcus Robinson",BAL,"WR123","269","385","329.7","34.7","-"
"380",14,"DeeJay Dallas",SEA,"RB107","238","378","322.1","36.6","-"
"381",14,"Rashard Higgins",CAR,"WR124","231","395","320.8","50.9","-"
"382",14,"Benny Snell Jr.",PIT,"RB108","263","379","315.7","37.2","-106"
"383",14,"Devonta Freeman",FA,"RB109","289","392","331.9","22.2","-34"
"384",14,"Anthony Schwartz",CLE,"WR125","271","378","327.7","29.9","-"
"385",14,"Jauan Jennings",SF,"WR126","262","393","327.0","37.3","-"
"386",14,"Calvin Austin III",PIT,"WR127","271","394","332.8","30.3","-"
"387",14,"Houston Texans",HOU,"DST32","267","355","328.9","24.3","-"
"388",14,"Kylen Granson",IND,"TE50","259","389","340.4","29.7","-"
"389",14,"Josiah Deguara",GB,"TE51","191","390","336.2","39.4","-"
"390",14,"Laquon Treadwell",JAC,"WR128","282","395","338.2","35.4","-"
"391",14,"Noah Brown",DAL,"WR129","229","396","319.2","44.0","-"
"392",14,"Austin Seibert",DET,"K32","275","353","322.8","23.0","-"
"393",14,"Chris Conley",HOU,"WR130","229","372","313.4","47.0","-"
"394",14,"Teddy Bridgewater",MIA,"QB40","283","396","329.8","30.0","-"
"395",14,"Zane Gonzalez",CAR,"K33","265","353","316.4","23.2","-15"
"396",14,"Travis Homer",SEA,"RB110","237","383","321.7","41.9","-20"
"397",14,"Equanimeous St. Brown",CHI,"WR131","247","396","333.8","39.4","-"
"398",14,"Wayne Gallman Jr.",FA,"RB111","316","393","341.1","20.4","-73"
"399",14,"Dee Eskridge",SEA,"WR132","268","395","344.4","32.8","-20"
"400",14,"Brandon Bolden",LV,"RB112","231","390","314.6","49.6","-36"
"401",14,"Trestan Ebner",CHI,"RB113","237","380","324.5","39.9","-"
"402",14,"Deonte Harty",NO,"WR133","248","376","324.5","42.1","-30"
"403",14,"Ashton Dulin",IND,"WR134","261","390","326.8","37.2","-"
"404",14,"Tyler Johnson",TB,"WR135","293","384","340.9","29.3","-"
"405",14,"Joe Flacco",NYJ,"QB41","298","387","345.6","25.1","-"
"406",14,"Jonathan Garibay",FA,"K34","292","342","320.5","14.9","-22"
"407",14,"Tony Jones Jr.",NO,"RB114","261","388","335.9","38.2","-"
"408",14,"Pharaoh Brown",HOU,"TE52","291","381","347.6","20.2","-25"
"409",14,"Zach Pascal",PHI,"WR136","290","396","342.5","34.7","-57"
"410",14,"Tristan Vizcaino",NE,"K35","287","352","324.7","16.7","-"
"411",14,"Craig Reynolds",DET,"RB115","277","393","340.2","31.7","-"
"412",14,"Tutu Atwell",LAR,"WR137","270","379","342.1","29.4","-"
"413",14,"Anthony McFarland Jr.",PIT,"RB116","286","392","340.8","28.5","-"
"414",14,"Derrick Gore",FA,"RB117","293","388","347.9","30.2","-"
"415",14,"Juwan Johnson",NO,"TE53","299","389","345.1","24.2","-"
"416",14,"Keelan Cole Sr.",LV,"WR138","295","376","335.6","33.7","-"
"417",14,"Abram Smith",NO,"RB118","259","386","331.6","43.0","-"
"418",14,"Ty Chandler",MIN,"RB119","206","391","313.3","50.0","-"
"419",14,"Justin Watson",KC,"WR139","226","395","323.1","45.3","-"
"420",14,"Geoff Swaim",TEN,"TE54","282","374","335.6","24.1","-"
"421",15,"Antonio Brown",FA,"WR140","285","379","313.7","33.0","-88"
"422",15,"Will Dissly",SEA,"TE55","319","375","351.3","16.3","-"
"423",15,"Sam Howell",WAS,"QB42","298","363","334.4","22.2","-"
"424",15,"Mack Hollins",LV,"WR141","247","393","312.9","45.7","-"
"425",15,"Tyrod Taylor",NYG,"QB43","321","397","362.8","21.2","-48"
"426",15,"Riley Patterson",DET,"K36","287","339","322.0","14.2","-"
"427",15,"Blake Jarwin",FA,"TE56","260","372","330.9","44.0","-"
"428",15,"Mike Boone",DEN,"RB120","321","388","349.6","23.3","-"
"429",15,"Eric Ebron",FA,"TE57","273","376","342.1","33.7","-"
"430",15,"Justice Hill",BAL,"RB121","228","364","320.6","45.9","-"
"431",15,"Kyle Juszczyk",SF,"RB122","264","386","330.9","43.2","-"
"432",15,"Jake Ferguson",DAL,"TE58","291","394","359.0","27.2","-"
"433",15,"Jeremy Ruckert",NYJ,"TE59","305","391","363.4","20.1","-"
"434",15,"Chigoziem Okonkwo",TEN,"TE60","319","389","357.9","23.6","-"
"435",15,"Antoine Wesley",ARI,"WR142","285","384","351.0","30.6","-"
"436",15,"N'Keal Harry",CHI,"WR143","269","379","340.6","34.4","-99"
"437",15,"Tyler Huntley",BAL,"QB44","334","397","369.2","22.0","-"
"438",15,"Jamal Agnew",JAC,"WR144","311","374","344.6","27.7","-"
"439",15,"Jordan Mason",SF,"RB123","227","361","293.5","51.6","-"
"440",15,"Tarik Cohen",FA,"RB124","314","384","338.7","28.4","-"
"441",15,"Freddie Swain",SEA,"WR145","311","366","347.3","16.7","-"
"442",15,"Kalif Raymond",DET,"WR146","311","372","347.4","19.1","-79"
"443",15,"Auden Tate",FA,"WR147","295","370","340.9","22.6","-"
"444",15,"Tylan Wallace",BAL,"WR148","313","394","361.6","22.4","-"
"445",15,"Carlos Hyde",FA,"RB125","313","338","319.2","9.6","-"
"446",15,"Jeremy McNichols",PIT,"RB126","272","364","320.0","36.8","-"
"447",15,"Tyrell Williams",FA,"WR149","301","387","321.6","32.8","-"
"448",15,"Ihmir Smith-Marsette",MIN,"WR150","262","383","345.0","37.2","-"
"449",15,"Gardner Minshew II",PHI,"QB45","330","387","365.9","22.5","-"
"450",15,"Quinn Nordin",FA,"K37","311","342","327.6","11.6","-"
"451",15,"Gary Brightwell",NYG,"RB127","296","393","328.2","35.1","-"
"452",15,"Dare Ogunbowale",HOU,"RB128","228","379","313.3","61.2","-"
"453",15,"Chris Herndon IV",FA,"TE61","318","381","350.1","22.3","-"
"454",15,"Jalen Wydermyer",NE,"TE62","260","388","332.2","51.1","-"
"455",15,"Le'Veon Bell",FA,"RB129","315","365","333.2","18.1","-"
"456",15,"Durham Smythe",MIA,"TE63","344","394","365.6","15.7","-"
"457",15,"Denzel Mims",NYJ,"WR151","331","386","352.1","22.5","-"
"458",15,"Aldrick Rosas",FA,"K38","192","287","239.5","47.5","-"
"459",15,"Jordan Howard",FA,"RB130","322","374","346.7","20.9","-105"
"460",15,"DeSean Jackson",FA,"WR152","301","382","338.0","28.2","-"
"461",15,"Ben Skowronek",LAR,"WR153","304","379","338.6","24.9","-"
"462",15,"Simi Fehoko",DAL,"WR154","297","361","339.2","23.0","-"
"463",15,"Kennedy Brooks",PHI,"RB131","310","377","349.0","23.3","-"
"464",15,"Ryan Santoso",NYG,"K39","332","353","339.6","7.8","-"
"465",15,"Jermar Jefferson",DET,"RB132","274","383","340.6","40.6","-"
"466",15,"Ian Thomas",CAR,"TE64","352","393","363.5","13.2","-"
"467",15,"Demetric Felton Jr.",CLE,"RB133","303","367","343.2","24.4","-"
"468",15,"Larry Rountree III",LAC,"RB134","329","381","357.0","18.8","-"
"469",15,"Phillip Dorsett II",HOU,"WR155","301","390","357.3","35.7","-"
"470",15,"Royce Freeman",HOU,"RB135","264","392","339.0","53.4","-"
"471",15,"Sam Ficken",FA,"K40","228","339","283.5","55.5","-"
"472",15,"Qadree Ollison",ATL,"RB136","327","393","352.8","24.6","-"
"473",15,"Noah Gray",KC,"TE65","321","389","360.8","21.9","-"
"474",15,"Cyril Grayson Jr.",FA,"WR156","230","378","324.0","66.7","-"
"475",15,"James McCourt",JAC,"K41","307","339","326.0","13.7","-"
"476",15,"Justyn Ross",KC,"WR157","333","383","355.4","21.9","-158"
"477",15,"James O'Shaughnessy",CHI,"TE66","333","394","369.0","24.9","-"
"478",15,"Jimmy Graham",FA,"TE67","338","391","357.8","17.6","-"
"479",15,"Cole Turner",WAS,"TE68","305","381","359.2","28.5","-"
"480",15,"Blake Bell",KC,"TE69","314","389","349.8","26.7","-"
"481",15,"Ryan Griffin",CHI,"TE70","344","376","360.8","13.5","-"
"482",15,"Jashaun Corbin",NYG,"RB137","327","382","351.8","20.4","-"
"483",15,"Breshad Perriman",TB,"WR158","306","394","354.0","32.5","-115"
"484",15,"Kevin Harris",NE,"RB138","328","390","369.8","22.5","-"
"485",15,"Ryquell Armstead",JAC,"RB139","289","392","356.3","40.1","-"
"486",15,"DeAndre Carter",LAC,"WR159","302","383","342.7","33.1","-"
"487",15,"JaMycal Hasty",SF,"RB140","329","392","356.8","22.6","-"
"488",15,"Tajae Sharpe",CHI,"WR160","301","337","319.0","18.0","-"
"489",15,"Jacob Harris",LAR,"TE71","343","388","358.5","17.4","-"
"490",15,"Tyler Kroft",SF,"TE72","315","325","320.0","5.0","-"
"491",15,"Nick Vannett",NO,"TE73","319","387","346.7","29.2","-"
"492",15,"Dennis Houston",DAL,"WR161","315","328","321.5","6.5","-"
"493",15,"Chris Moore",HOU,"WR162","311","333","322.0","11.0","-"
"494",15,"Rico Dowdle",DAL,"RB141","296","383","348.0","37.5","-"
"495",15,"Jordan Akins",NYG,"TE74","331","389","368.0","22.5","-"
"496",15,"Maxx Williams",ARI,"TE75","344","391","361.3","17.8","-"
"497",15,"Andy Dalton",NO,"QB46","336","387","362.5","23.6","-"
"498",15,"Erik Ezukanma",MIA,"WR163","263","395","351.0","62.2","-"
"499",15,"Julius Chestnut",TEN,"RB142","312","383","351.0","29.4","-"
"500",15,"Tyler Goodson",GB,"RB143","337","364","352.7","11.4","-"
"501",16,"KaVontae Turpin",DAL,"WR164","290","379","334.5","44.5","-"
"502",16,"Andrew Jacas",SF,"K42","331","338","334.5","3.5","-"
"503",16,"Charlie Kolar",BAL,"TE76","352","381","366.3","12.1","-"
"504",16,"Tyler Davis",GB,"TE77","349","371","357.3","9.7","-"
"505",16,"Jonathan Ward",ARI,"RB144","320","368","344.0","24.0","-"
"506",16,"Ray-Ray McCloud",SF,"WR165","339","378","362.3","16.8","-"
"507",16,"Dwayne Washington",NO,"RB145","329","362","345.5","16.5","-"
"508",16,"Mike White",NYJ,"QB47","336","355","345.5","9.5","-"
"509",16,"Kylin Hill",GB,"RB146","306","387","346.5","40.5","-"
"510",16,"Taylor Heinicke",WAS,"QB48","329","396","372.5","25.9","-"
"511",16,"C.J. Ham",MIN,"RB147","336","359","347.5","11.5","-"
"512",16,"Drew Sample",CIN,"TE78","351","394","373.0","15.3","-"
"513",16,"Miles Boykin",PIT,"WR166","339","396","365.3","23.5","-"
"514",16,"Josh Gordon",KC,"WR167","357","382","369.7","10.2","-"
"515",16,"Hunter Long",MIA,"TE79","350","394","370.0","18.2","-"
"516",16,"Adrian Peterson",FA,"RB148","329","384","356.5","27.5","-"
"517",16,"Dez Fitzpatrick",TEN,"WR168","353","360","356.5","3.5","-"
"518",16,"Ross Dwelley",SF,"TE80","326","390","358.0","32.0","-"
"519",16,"Cam Sims",WAS,"WR169","369","375","371.3","2.6","-185"
"520",16,"Zonovan Knight",NYJ,"RB149","331","389","360.0","29.0","-"
"521",16,"Kyle Allen",HOU,"QB49","331","397","364.0","33.0","-"
"522",16,"Trent Sherfield",MIA,"WR170","354","375","364.5","10.5","-"
"523",16,"Montrell Washington",DEN,"WR171","378","392","384.6","5.6","-"
"524",16,"Jerrion Ealy",KC,"RB150","354","380","367.0","13.0","-"
"525",16,"Zach Gentry",PIT,"TE81","366","394","382.5","10.6","-"
"526",16,"Damiere Byrd",ATL,"WR172","346","396","371.0","25.0","-"
"527",16,"J.J. Taylor",NE,"RB151","357","392","380.3","16.5","-"
"528",16,"Johnny Mundt",MIN,"TE82","356","389","372.5","16.5","-"
"529",16,"Blaine Gabbert",TB,"QB50","358","387","372.5","14.5","-151"
"530",16,"Alec Ingold",MIA,"RB152","362","386","374.0","12.0","-"
"531",16,"Bo Melton",SEA,"WR173","367","383","375.0","8.0","-"
"532",16,"Kendall Hinton",DEN,"WR174","375","379","377.0","2.0","-"
"533",16,"John Wolford",LAR,"QB51","363","397","380.0","17.0","-"
"534",16,"Kendall Blanton",WAS,"TE83","374","391","382.5","8.5","-"
"535",16,"Patrick Taylor Jr.",GB,"RB153","382","386","384.0","2.0","-"
"536",16,"Marcedes Lewis",GB,"TE84","391","391","391.0","0.0","-"
